NUMBER,NAME,TYPE,LAST_ERUPTION,COUNTRY,REGION,SUBREGION,LATITUDE,LONGITUDE,ELEVATION,POPULATION_5,POPULATION_10,POPULATION_30,POPULATION_100
382020,Pico,Stratovolcano,1720,Portugal,Atlantic Ocean,Azores,38.47,-28.4,2351,304,5944,31521,56736
382030,Sao Jorge,Fissure vent,1907,Portugal,Atlantic Ocean,Azores,38.65,-28.08,1053,2088,4689,16290,99442
382040,Graciosa,Stratovolcano,-1950,Portugal,Atlantic Ocean,Azores,39.02,-27.97,402,2500,5941,6153,96656
382050,Terceira,Stratovolcano(es),2000,Portugal,Atlantic Ocean,Azores,38.73,-27.32,1023,2928,12299,55425,81512
382070,Don Joao de Castro Bank,Submarine,1720,Portugal,Atlantic Ocean,Azores,38.23,-26.63,-13,0,0,0,116504
382080,Sete Cidades,Stratovolcano,1880,Portugal,Atlantic Ocean,Azores,37.865,-25.785,842,3515,10365,102848,127154
382081,Picos Fissural Volcanic System,Pyroclastic cone(s),1652,Portugal,Atlantic Ocean,Azores,37.78,-25.67,350,115732,115732,123990,139730
382090,Agua de Pau,Stratovolcano,1564,Portugal,Atlantic Ocean,Azores,37.77,-25.47,947,406,17272,113131,119653
382100,Furnas,Stratovolcano,1630,Portugal,Atlantic Ocean,Azores,37.77,-25.32,805,1333,7310,87865,153182
382110,Monaco Bank,Submarine,1911,Portugal,Atlantic Ocean,Azores,37.6,-25.88,-197,0,0,70224,139971
382120,Madeira,Shield,-4500,Portugal,Atlantic Ocean,Azores,32.73,-16.97,1862,209816,209816,215730,220977
383010,La Palma,Stratovolcano(es),2021,Spain,Atlantic Ocean,Canary Islands,28.57,-17.83,2426,442,18506,55922,85416
383020,Hierro,Shield,2012,Spain,Atlantic Ocean,Canary Islands,27.73,-18.03,1500,20321,20321,20321,43696
383030,Tenerife,Stratovolcano,1909,Spain,Atlantic Ocean,Canary Islands,28.271,-16.641,3715,0,156,337660,766276
383040,Gran Canaria,Fissure vent(s),40,Spain,Atlantic Ocean,Canary Islands,28,-15.58,1950,1101,8049,697199,1119998
383050,Fuerteventura,Fissure vent(s),Unknown,Spain,Atlantic Ocean,Canary Islands,28.358,-14.02,529,1432,8752,52038,226781
383060,Lanzarote,Fissure vent(s),1824,Spain,Atlantic Ocean,Canary Islands,29.03,-13.63,670,19033,80515,164123,225373
384010,Fogo,Stratovolcano,2015,Cape Verde,Atlantic Ocean,Cape Verde Islands,14.95,-24.35,2829,189,13254,37650,267298
384020,Brava,Stratovolcano,Unknown,Cape Verde,Atlantic Ocean,Cape Verde Islands,14.85,-24.72,900,5631,6644,25852,43281
385050,Ascension,Stratovolcano,1508,United Kingdom,Atlantic Ocean,Atlantic Ocean (central),-7.95,-14.37,858,614,1149,1149,1149
386010,Tristan da Cunha,Shield,1962,United Kingdom,Atlantic Ocean,Atlantic Ocean (southern),-37.092,-12.28,2060,12,12,12,32
386011,Nightingale Island,Stratovolcano,2004,United Kingdom,Atlantic Ocean,Atlantic Ocean (southern),-37.42,-12.48,365,0,0,27,258
386020,Bouvet,Shield,-50,Norway,Atlantic Ocean,Atlantic Ocean (southern),-54.408,3.351,741,0,0,0,0
390010,Buckle Island,Stratovolcano,1899,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-66.78,163.25,1239,0,0,0,0
390011,Young Island,Stratovolcano,Unknown,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-66.42,162.47,1340,0,0,0,0
390012,Sturge Island,Stratovolcano,Unknown,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-67.4,164.83,1167,0,0,0,0
390013,"Pleiades, The",Stratovolcano,-1050,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-72.67,165.5,3040,0,0,0,0
390015,Melbourne,Stratovolcano,1892,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-74.35,164.7,2732,0,0,0,0
390016,Unnamed,Submarine,Unknown,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-76.83,163,-500,0,0,0,0
390017,Morning,Shield,Unknown,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-78.5,163.53,2723,0,0,0,0
390020,Erebus,Stratovolcano,2022,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-77.53,167.17,3794,0,0,0,0
390021,Royal Society Range,Pyroclastic cone(s),Unknown,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-78.25,163.33,3000,0,0,0,0
390022,Berlin,Shield(s),-8350,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-76.05,-136,3478,0,0,0,0
390023,Andrus,Shield(s),Unknown,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-75.8,-132.33,2978,0,0,0,0
390027,Takahe,Shield,-5550,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-76.28,-112.08,3460,0,0,0,0
390028,Hudson Mountains,Stratovolcano(es),-210,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-74.33,-99.42,749,0,0,0,0
390030,Deception Island,Caldera,1970,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-63.001,-60.652,602,0,0,0,0
390031,Penguin Island,Stratovolcano,1905,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-62.1,-57.93,180,0,0,0,0
390040,Bridgeman Island,Stratovolcano,Unknown,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-62.063,-56.713,240,0,0,0,0
390041,Paulet,Pyroclastic cone,Unknown,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-63.579,-55.78,353,0,0,0,0
390070,Southern Thule,Stratovolcano(es),1975,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,-59.442,-27.225,1075,0,0,0,0
390080,Bristol Island,Stratovolcano,2016,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,-59.017,-26.533,1100,0,0,0,0
390081,Montagu Island,Shield,2007,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,-58.445,-26.374,1370,0,0,0,0
390090,Saunders,Stratovolcano,2022,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,-57.8,-26.483,843,0,0,0,0
390100,Candlemas Island,Stratovolcano,1911,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,-57.08,-26.67,550,0,0,0,0
390110,Hodson,Stratovolcano,Unknown,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,-56.712,-27.176,835,0,0,0,0
390120,Leskov Island,Stratovolcano,Unknown,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,-56.656,-28.14,190,0,0,0,0
390130,Zavodovski,Stratovolcano,2016,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,-56.3,-27.57,551,0,0,0,0
390140,Protector Seamounts,Submarine,1962,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,-55.912,-28.167,-55,0,0,0,0
390829,Mount Haddington Volcanic Field,Shield,Unknown,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-64.15,-57.75,1630,0,0,0,0
390847,Melville,Stratovolcano,Unknown,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-62.02,-57.67,549,0,0,0,0
